车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
129899,EV460 智领版,https://img4.bitautoimg.com/autoalbum/files/20200531/555/20200531955_2.jpg,4930,逸动EV,逸动EV,yidongev,2018,在产,在销,,http://baa.bitauto.com/eado/,紧凑型车,"碧玺黑,#000000|闪光深海蓝,#007cac|棕色,#7a4627|钛光银灰,#c6c6c6|耀动红,#ff041a|闪光冰晶白,#ffffff",13.99万,12.99-13.99万,5.66万,3年或10万公里,,,,1,单速变速箱,,18,10,2018,三厢,纯电,4740,1820,1530,2700,1650,5,,,215/50 R17,215/50 R17,无备胎,3年或10万公里,,,,,,,,,,,,,,,,,,,,,,,,,,,单速变速箱,1,,,,,100,245,100,245,,,52.56,0,0.5,12.3,405,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,无,有,无,无,无,无,有,后方影像,无,无,LED,有,无,有,高度调节,单天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,自动空调,无,无,有,无,无,皮质,无,带记忆电动调节,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,加热,无,有,有,无,无,有,无,触控式液晶屏,有,有,无,GPS导航,无,智能语音控制,手机互联,无,无,单碟dvd,"蓝牙,wifi",USB,无,无,5月6日,无,无,10,无,有,无
133929,1.5TD 双离合 智悦型,https://img2.bitautoimg.com/autoalbum/files/20191008/126/20191008143201321119465_2.jpg,5691,帝豪GL PHEV,帝豪GL PHEV,dihaoglphev,2019,在产,在销,,http://baa.bitauto.com/,紧凑型车,"晶石蓝,#3e86a3|钛晶灰,#7d8488|托帕蓝,#8ec2ea|琥珀金,#c8af79|冰晶白,#ffffff",15.28万,11.58-15.28万,3.40万,4年或10万公里,1.5,涡轮增压,,7,双离合,200,23,6,2019,三厢,插电混合,4725,1802,1493,2700,1650,5,,35,215/55 R16,215/55 R16,非全尺寸,4年或10万公里,,,,,,,,,,0,11,125,1477,1.5,130,177,5500,255,1500-4000,直列,3,涡轮增压,直喷,,92号,无,双离合,7,200,,1.4,国六,,,,,,,,,0,0,66,8年 15万公里,,190,415,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,无,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,无,有,后方影像,有,无,LED,有,自动开闭,无,高度调节,单天窗,有,有,"电动调节,电动折叠,后视镜加热",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动","远程解锁,远程通风",无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,"GPS导航,实时路况,在线地图",无,智能语音控制,无,无,无,无,"蓝牙,wifi",USB,无,无,5月6日,无,无,8,有,有,有
133443,1.5TD 双离合 智领型,https://img2.bitautoimg.com/autoalbum/files/20190403/493/201904031709549548634_2.jpg,5691,帝豪GL PHEV,帝豪GL PHEV,dihaoglphev,2019,在产,在销,,http://baa.bitauto.com/,紧凑型车,"晶石蓝,#3e86a3|钛晶灰,#7d8488|托帕蓝,#8ec2ea|琥珀金,#c8af79|冰晶白,#ffffff",16.48万,12.68-16.48万,3.60万,4年或10万公里,1.5,涡轮增压,,7,双离合,200,23,6,2019,三厢,插电混合,4725,1802,1493,2700,1650,5,,35,205/50 R17,205/50 R17,非全尺寸,4年或10万公里,,,,,,,,,,0,11,125,1477,1.5,130,177,5500,255,1500-4000,直列,3,涡轮增压,直喷,,92号,无,双离合,7,200,,1.4,国六,,,,,,,,,0,0,66,8年 15万公里,,190,415,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,ACC自适应巡航,无,有,无,无,无,无,有,有,无,无,无,无,有,360度全景摄像,有,无,LED,有,自动开闭,无,高度调节,单天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动","远程解锁,远程通风",无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,"GPS导航,实时路况,在线地图",有,智能语音控制,无,有,无,无,"蓝牙,wifi",USB,无,无,5月6日,无,无,8,有,有,有
131518,EC260 标准版,https://img2.bitautoimg.com/autoalbum/files/20200109/867/20200109859_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",4.98万,3.28-4.98万,2.20万,3年或12万公里,,,,,单速变速箱,105,22,10,2018,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,105,,,,30,150,30,150,,,,,0,0,210,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,无,无,卤素,无,无,无,高度调节,无,有,有,无,,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,无,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,无,无,无,按比例放倒,无,无,无,无,有,无,无,无,无,无,无,无,无,无,USB,无,无,2月4日,无,无,,无,无,无
131519,EC260 时尚版,https://img2.bitautoimg.com/autoalbum/files/20200109/867/20200109859_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",5.58万,3.88-5.58万,2.20万,3年或12万公里,,,,,单速变速箱,105,22,10,2018,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,105,,,,30,150,30,150,,,,,0,0,210,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,无,无,卤素,有,无,无,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,无,有,有,无,无,无,无,无,无,无,无,无,USB,无,无,2月4日,无,无,,无,无,无
131520,EC260 豪华版,https://img2.bitautoimg.com/autoalbum/files/20200109/867/20200109859_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",6.18万,4.48-6.18万,2.20万,3年或12万公里,,,,,单速变速箱,105,22,10,2018,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,105,,,,30,150,30,150,,,,,0,0,210,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,后方影像,无,无,卤素,有,无,无,高度调节,全景玻璃车顶,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,无,"远程解锁,远程启动",无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,无,无,无,手机互联,无,无,无,蓝牙,USB,无,无,5月6日,无,无,7,无,无,无
135328,改款 EV360 标准版,https://img1.bitautoimg.com/autoalbum/files/20190629/271/20190629150140140188277_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",6.98万,5.98-6.98万,0.50万,3年或12万公里,,,,,单速变速箱,125,26,6,2019,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,125,,,,55,170,55,170,,,,,0,0,301,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,无,无,卤素,无,无,无,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,无,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,无,无,无,按比例放倒,无,无,无,无,有,无,无,无,无,无,无,无,无,无,USB,无,无,2月4日,无,无,,无,无,无
135329,改款 EV360 时尚版,https://img1.bitautoimg.com/autoalbum/files/20200112/30/202001121328_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",7.58万,6.58-7.58万,0.50万,3年或12万公里,,,,,单速变速箱,125,26,6,2019,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,125,,,,55,170,55,170,,,,,0,0,301,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,无,无,卤素,有,无,无,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,无,无,无,按比例放倒,无,无,无,有,有,无,无,无,无,无,无,无,无,无,USB,无,无,2月4日,无,无,,无,无,无
135330,改款 EV360 豪华版,https://img2.bitautoimg.com/autoalbum/files/20191104/566/20191104235754575414826_2.jpg,3390,奔奔EV,奔奔EV,benbendiandongche,2019,在产,在销,,http://baa.bitauto.com/benbenev/,微型车,"绿色,#8bcf38|红色,#b20328|白色,#ffffff",8.18万,7.18-8.18万,0.50万,3年或12万公里,,,,,单速变速箱,125,26,6,2019,两厢,纯电,3730,1650,1530,2410,,5,147,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,0,,,,,,,,,,,,,,,,,单速变速箱,,125,,,,55,170,55,170,,,,,0,0,301,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,鼓式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,无,无,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,后方影像,无,无,卤素,有,无,无,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,无,远程解锁,无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,"织物,皮质|0",无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,无,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,GPS导航,有,无,无,无,无,无,蓝牙,USB,无,无,5月6日,无,无,7,无,无,无
126541,1.0T 双离合 领创版,https://img1.bitautoimg.com/autoalbum/files/20180409/892/201804092036463646203515_2.jpg,5238,逸动PHEV,逸动PHEV,yidongphev,2017,在产,在销,,http://baa.bitauto.com/,紧凑型车,"冰晶白,#FFFFFF",16.09万,14.09-14.09万,3.00万,3年或10万公里,1,涡轮增压,,7,双离合,,19,10,2017,三厢,插电混合,4620,1820,1525,2660,1600,5,379,40,205/60 R16,205/60 R16,无备胎,3年或10万公里,,,,,,,,,,1,,,996,1,86,117,5400,180,1500-4200,直列,3,涡轮增压,直喷,,92号,无,双离合,7,,8,1.6,国五,80,260,80,260,,,,4,0,0,60,,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,无,无,无,无,无,无,无,有,定速巡航,无,有,无,无,无,无,无,有,无,无,无,无,无,无,有,无,卤素,有,无,有,高度调节,无,有,有,"电动调节,后视镜记忆",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,自动空调,手动空调,无,无,无,无,皮质,无,无,无,"靠背调节,高低调节","靠背调节,高低调节",无,无,无,无,有,有,无,无,无,无,普通液晶屏,无,有,无,GPS导航,有,无,CarLife,无,无,无,"蓝牙,wifi",USB,无,无,2月4日,无,无,,无,无,无
126542,1.0T 双离合 领航版,https://img1.bitautoimg.com/autoalbum/files/20180409/892/201804092036463646203515_2.jpg,5238,逸动PHEV,逸动PHEV,yidongphev,2017,在产,在销,,http://baa.bitauto.com/,紧凑型车,"冰晶白,#FFFFFF",16.99万,14.99-14.99万,3.00万,3年或10万公里,1,涡轮增压,,7,双离合,,19,10,2017,三厢,插电混合,4620,1820,1525,2660,1600,5,379,40,205/60 R16,205/60 R16,无备胎,3年或10万公里,,,,,,,,,,1,,,996,1,86,117,5400,180,1500-4200,直列,3,涡轮增压,直喷,,92号,无,双离合,7,,8,1.6,国五,80,260,80,260,,,,4,0,0,60,,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,无,无,无,无,无,有,无,有,定速巡航,无,有,无,无,无,无,有,有,无,无,无,无,无,无,有,无,卤素,有,无,有,高度调节,无,有,有,"电动调节,电动折叠,后视镜记忆",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,自动空调,手动空调,无,无,无,无,皮质,无,无,无,"靠背调节,高低调节","靠背调节,高低调节",无,无,无,无,有,有,无,无,无,无,普通液晶屏,有,有,无,GPS导航,有,语音控制,CarLife,无,无,无,"蓝牙,wifi",USB,无,无,5月6日,无,无,,无,无,无
139517,心动版,https://img3.bitautoimg.com/autoalbum/files/20200225/970/2020022511021721718125_2.jpg,6270,奔奔E-Star,奔奔E-Star,benbenestar,2020,在产,在销,,http://baa.bitauto.com/,微型车,"闪光青苹果绿,#8cd205|丹霞红,#a51b03|雪域白,#ffffff",6.98万,5.78-6.98万,,3年或12万公里,,,,1,单速变速箱,,13,4,2020,两厢,纯电,3770,1650,1570,2410,1180,5,,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,,,,,,,,,,,,,,,,,,单速变速箱,1,,,,,55,170,55,170,,,32.2,8.35,0.5,0,301,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,无,无,无,有,有,无,无,无,无,无,无,有,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,有,无,LED,无,无,无,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,"远程解锁,远程通风",无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,织物,无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,无,无,无,无,无,无,无,无,USB,无,无,2月4日,无,无,10.25,无,无,无
139542,心悦版,https://img4.bitautoimg.com/autoalbum/files/20200323/666/202003232169_2.jpg,6270,奔奔E-Star,奔奔E-Star,benbenestar,2020,在产,在销,,http://baa.bitauto.com/,微型车,"闪光青苹果绿,#8cd205|丹霞红,#a51b03|雪域白,#ffffff",7.48万,6.28-7.48万,,3年或12万公里,,,,1,单速变速箱,,13,4,2020,两厢,纯电,3770,1650,1570,2410,1180,5,,,175/60 R15,175/60 R15,无备胎,3年或12万公里,,,,,,,,,,,,,,,,,,,,,,,,,,,单速变速箱,1,,,,,55,170,55,170,,,32.2,8.35,0.5,0,301,8年 12万公里,,,,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,无,无,无,有,有,无,无,无,无,无,无,有,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,后方影像,有,无,LED,有,无,无,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,"远程解锁,远程通风",无,无,无,无,塑料,无,有,塑料,有,上下调节,无,无,手动空调,无,无,无,无,无,织物,无,无,无,"靠背调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",无,语音控制,无,无,无,无,"蓝牙,wifi",USB,无,无,2月4日,无,无,10.25,无,有,无
126202,1.5T 手自一体 智享尊悦版,https://img2.bitautoimg.com/autoalbum/files/20180110/581/20180110161613161318528_2.jpg,3511,睿骋,睿骋,changancd101,2017,停产,在销,,http://baa.bitauto.com/ruicheng/,中型车,"闪光尊贵黑,#000000|闪光泰晤士灰,#786d5e|闪光月光白,#F6F9FE",12.08万,8.08-12.08万,4.00万,3年或10万公里,1.5,涡轮增压,,6,手自一体,200,27,9,2017,三厢,汽油,4900,1860,1500,2810,1595,5,505,65,215/60 R16,215/60 R16,全尺寸,3年或10万公里,,,,,,,,,,,11,,1499,1.5,125,170,5500,230,1950-4500,直列,4,涡轮增压,直喷,,92号,无,手自一体,6,200,,7.6,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,无,无,无,无,无,有,无,有,无,无,无,无,无,无,无,有,有,无,无,无,无,有,后方影像,无,无,卤素,有,自动开闭,有,高度调节,单天窗,有,有,"电动调节,后视镜加热",,无,无,有,无,无,有,无,无,无,无,无,遥控中控,无,无,无,无,无,,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,无,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,前后调节",无,无,无,无,有,有,无,无,有,无,触控式液晶屏,无,有,无,GPS导航,无,语音控制,CarLife,无,无,无,蓝牙,USB,无,无,5月6日,无,无,,无,,
126203,1.5T 手自一体 智享尊驰版,https://img2.bitautoimg.com/autoalbum/files/20180110/581/20180110161613161318528_2.jpg,3511,睿骋,睿骋,changancd101,2017,停产,在销,,http://baa.bitauto.com/ruicheng/,中型车,"闪光尊贵黑,#000000|闪光泰晤士灰,#786d5e|闪光月光白,#F6F9FE",13.08万,9.08-13.08万,4.00万,3年或10万公里,1.5,涡轮增压,,6,手自一体,200,27,9,2017,三厢,汽油,4900,1860,1500,2810,1595,5,505,65,215/55 R17,215/55 R17,非全尺寸,3年或10万公里,,,,,,,,,,,11,,1499,1.5,125,170,5500,230,1950-4500,直列,4,涡轮增压,直喷,,92号,无,手自一体,6,200,,7.6,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,无,有,后方影像,无,无,卤素,有,自动开闭,有,高度调节,单天窗,有,有,"电动调节,电动折叠,后视镜加热",,无,无,有,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,无,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,前后调节",无,无,无,无,有,有,无,无,有,无,触控式液晶屏,无,有,无,GPS导航,无,语音控制,CarLife,无,无,无,蓝牙,USB,无,无,5月6日,无,无,,无,,
126204,1.5T 手自一体 智享尊雅版,https://img2.bitautoimg.com/autoalbum/files/20180110/581/20180110161613161318528_2.jpg,3511,睿骋,睿骋,changancd101,2017,停产,在销,,http://baa.bitauto.com/ruicheng/,中型车,"闪光尊贵黑,#000000|闪光泰晤士灰,#786d5e|闪光月光白,#F6F9FE",15.08万,11.08-15.08万,4.00万,3年或10万公里,1.5,涡轮增压,,6,手自一体,200,27,9,2017,三厢,汽油,4900,1860,1500,2810,1595,5,505,65,215/55 R17,215/55 R17,非全尺寸,3年或10万公里,,,,,,,,,,,11,,1499,1.5,125,170,5500,230,1950-4500,直列,4,涡轮增压,直喷,,92号,无,手自一体,6,200,,7.6,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,有,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,氙气,有,"自动开闭,转向辅助灯",有,"高度调节,大灯清洗",单天窗,有,有,"电动调节,电动折叠,后视镜加热",,无,无,有,无,有,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动","远程解锁,远程通风",无,无,无,,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,无,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,前后调节",无,无,加热,无,有,有,无,无,有,无,触控式液晶屏,无,有,无,GPS导航,有,语音控制,CarLife,无,无,无,蓝牙,USB,无,无,7月8日,无,无,,无,,
134123,1.5L E-CVT 进取版,https://img4.bitautoimg.com/autoalbum/files/20190319/112/20190319184600460644_2.jpg,5239,帝豪PHEV,帝豪PHEV,dihaophev,2019,待产,待销,,http://baa.bitauto.com/,紧凑型车,"海洋蓝,#006bc9|墨玉黑,#2a2d2f|云母红,#5a2535|香槟金,#cdbb93|珊瑚红,#e00000|冰晶白,#FFFFFF",无,无,,3年或10万公里,1.5,自然吸气,,无,E-CVT无级变速,175,,,,三厢,插电混合,4631,1789,1492,2650,1560,5,480,35,205/50 R17,205/50 R17,非全尺寸,3年或10万公里,,,,,,,,630,,2.2,10.5,,1498,1.5,76,103,0,0,0,直列,4,自然吸气,多点电喷,,92号,有,E-CVT无级变速,无,175,,1.4,国五,114,339,114,339,,,11,3.5,0,6.9,61,3年 不限里程,,190,339,,,,,前轮驱动,麦弗逊式独立悬架,扭力梁式非独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,有,无,有,无,卤素,有,自动开闭,无,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,有,无,无,有,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,塑料,无,上下调节,无,无,自动空调,无,无,无,无,无,皮质,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,有,无,按比例放倒,有,无,"无,触控式液晶屏|0",无,有,无,"无,GPS导航|0",无,"无,语音控制|0","无,CarPlay|0",无,无,无,"无,蓝牙|0","USB,AUX|0",无,无,2月4日,无,无,7.0|0,无,无,无
